time,open,high,low,close,tick_volume,spread,real_volume
1656594000,100250.0,100620.0,100080.0,100520.0,294451,5,934076
1656595800,100520.0,100675.0,100345.0,100620.0,265032,5,836226
1656597600,100625.0,100700.0,100055.0,100220.0,282788,5,940595
1656599400,100220.0,100460.0,100115.0,100370.0,261416,5,814523
1656601200,100375.0,100420.0,100010.0,100150.0,293779,5,936586
1656603000,100150.0,100235.0,99715.0,99910.0,276039,5,904685
1656604800,99905.0,100205.0,99695.0,100180.0,264234,5,849029
1656606600,100180.0,100280.0,99790.0,99930.0,301929,5,983478
1656608400,99935.0,99965.0,99505.0,99645.0,200391,5,608775
1656610200,99645.0,99765.0,99300.0,99300.0,98471,5,284858
1656666000,99235.0,99520.0,98855.0,99045.0,431195,5,1125643
1656667800,99045.0,99320.0,98950.0,99065.0,407228,5,1154769
1656669600,99065.0,99515.0,98810.0,99350.0,575009,5,1662826
1656671400,99350.0,99775.0,99115.0,99435.0,669855,5,1923978
1656673200,99435.0,99735.0,99025.0,99065.0,573994,5,1620649
1656675000,99060.0,99470.0,98560.0,99255.0,504576,5,1615840
1656676800,99255.0,99495.0,99160.0,99410.0,329826,5,1012302
1656678600,99415.0,99630.0,99205.0,99285.0,280627,5,861986
1656680400,99280.0,99660.0,99220.0,99550.0,248519,5,771012
1656682200,99550.0,99730.0,99475.0,99490.0,209569,5,653824
1656684000,99490.0,99705.0,99450.0,99685.0,173162,5,565193
1656685800,99680.0,100100.0,99650.0,99905.0,252381,5,886698
1656687600,99900.0,100360.0,99775.0,100285.0,237664,5,871757
1656689400,100290.0,100540.0,100200.0,100390.0,241129,5,897699
1656691200,100395.0,100625.0,100225.0,100515.0,226765,5,843838
1656693000,100515.0,100730.0,100285.0,100490.0,212568,5,769256
1656694800,100490.0,100490.0,100215.0,100280.0,116815,5,384659
1656696600,100285.0,100710.0,100255.0,100710.0,78486,5,270793
1656925200,100190.0,100540.0,99705.0,99765.0,295783,5,802398
1656927000,99765.0,99815.0,99630.0,99680.0,240353,5,717451
1656928800,99680.0,99965.0,99510.0,99800.0,508489,5,1498055
1656930600,99805.0,100215.0,99665.0,99765.0,468139,5,1379672
1656932400,99765.0,100080.0,99705.0,100065.0,399009,5,1169261
1656934200,100065.0,100635.0,99930.0,100480.0,434887,5,1296611
1656936000,100485.0,100730.0,100375.0,100470.0,246928,5,763734
